siteid,sitename,itemid,itemname,itemengname,itemunit,monitormonth,concentration
20,平鎮,1,二氧化硫,SO2,ppb,202309,0.9
20,平鎮,2,一氧化碳,CO,ppm,202309,0.25
20,平鎮,3,臭氧,O3,ppb,202309,25
20,平鎮,4,懸浮微粒,PM10,μg/m3,202309,18
20,平鎮,5,氮氧化物,NOx,ppb,202309,12
20,平鎮,6,一氧化氮,NO,ppb,202309,1.9
20,平鎮,7,二氧化氮,NO2,ppb,202309,10.1
20,平鎮,10,風速,WIND_SPEED,m/sec,202309,2.6
28,豐原,2,一氧化碳,CO,ppm,202309,0.25
20,平鎮,14,溫度,AMB_TEMP,℃,202309,28.9
34,線西,3,臭氧,O3,ppb,202309,29
34,線西,2,一氧化碳,CO,ppm,202309,0.21
34,線西,1,二氧化硫,SO2,ppb,202309,1.4
33,彰化,143,小時風速值,WS_HR,m/sec,202309,0.9
33,彰化,38,相對濕度,RH,%,202309,76
33,彰化,33,細懸浮微粒,PM2.5,μg/m3,202309,15.7
33,彰化,31,甲烷,CH4,ppm,202309,2.06
33,彰化,14,溫度,AMB_TEMP,℃,202309,29.1
33,彰化,10,風速,WIND_SPEED,m/sec,202309,1.1
33,彰化,9,非甲烷碳氫化合物,NMHC,ppm,202309,0.08
33,彰化,8,總碳氫化物,THC,ppm,202309,2.15
33,彰化,7,二氧化氮,NO2,ppb,202309,7.3
33,彰化,6,一氧化氮,NO,ppb,202309,1.4
33,彰化,5,氮氧化物,NOx,ppb,202309,8.8
33,彰化,4,懸浮微粒,PM10,μg/m3,202309,29
33,彰化,3,臭氧,O3,ppb,202309,30.3
33,彰化,2,一氧化碳,CO,ppm,202309,0.25
33,彰化,1,二氧化硫,SO2,ppb,202309,2.2
32,西屯,143,小時風速值,WS_HR,m/sec,202309,1.1
32,西屯,38,相對濕度,RH,%,202309,80
32,西屯,33,細懸浮微粒,PM2.5,μg/m3,202309,15.2
32,西屯,31,甲烷,CH4,ppm,202309,2.09
32,西屯,14,溫度,AMB_TEMP,℃,202309,29
32,西屯,10,風速,WIND_SPEED,m/sec,202309,1.4
32,西屯,9,非甲烷碳氫化合物,NMHC,ppm,202309,0.05
32,西屯,8,總碳氫化物,THC,ppm,202309,2.15
32,西屯,7,二氧化氮,NO2,ppb,202309,10.5
32,西屯,6,一氧化氮,NO,ppb,202309,2.3
25,頭份,8,總碳氫化物,THC,ppm,202309,2.06
25,頭份,7,二氧化氮,NO2,ppb,202309,6.6
25,頭份,6,一氧化氮,NO,ppb,202309,1.8
25,頭份,5,氮氧化物,NOx,ppb,202309,8.5
25,頭份,4,懸浮微粒,PM10,μg/m3,202309,23
25,頭份,3,臭氧,O3,ppb,202309,25
25,頭份,2,一氧化碳,CO,ppm,202309,0.21
25,頭份,1,二氧化硫,SO2,ppb,202309,1.5
24,新竹,143,小時風速值,WS_HR,m/sec,202309,1.3
24,新竹,38,相對濕度,RH,%,202309,73
24,新竹,33,細懸浮微粒,PM2.5,μg/m3,202309,10.4
20,平鎮,33,細懸浮微粒,PM2.5,μg/m3,202309,9.9
20,平鎮,38,相對濕度,RH,%,202309,71
20,平鎮,143,小時風速值,WS_HR,m/sec,202309,2.2
21,龍潭,1,二氧化硫,SO2,ppb,202309,1.1
21,龍潭,2,一氧化碳,CO,ppm,202309,0.23
21,龍潭,3,臭氧,O3,ppb,202309,26.1
21,龍潭,4,懸浮微粒,PM10,μg/m3,202309,18
21,龍潭,5,氮氧化物,NOx,ppb,202309,10.3
21,龍潭,6,一氧化氮,NO,ppb,202309,1.8
21,龍潭,7,二氧化氮,NO2,ppb,202309,8.4
21,龍潭,10,風速,WIND_SPEED,m/sec,202309,2.5
21,龍潭,14,溫度,AMB_TEMP,℃,202309,27.6
21,龍潭,33,細懸浮微粒,PM2.5,μg/m3,202309,9.6
21,龍潭,38,相對濕度,RH,%,202309,77
21,龍潭,143,小時風速值,WS_HR,m/sec,202309,2.3
22,湖口,1,二氧化硫,SO2,ppb,202309,1
22,湖口,2,一氧化碳,CO,ppm,202309,0.19
29,沙鹿,2,一氧化碳,CO,ppm,202309,0.24
29,沙鹿,1,二氧化硫,SO2,ppb,202309,1.3
28,豐原,143,小時風速值,WS_HR,m/sec,202309,1.3
28,豐原,38,相對濕度,RH,%,202309,79
28,豐原,33,細懸浮微粒,PM2.5,μg/m3,202309,14.1
28,豐原,31,甲烷,CH4,ppm,202309,1.91
28,豐原,14,溫度,AMB_TEMP,℃,202309,27.8
22,湖口,3,臭氧,O3,ppb,202309,26.3
22,湖口,4,懸浮微粒,PM10,μg/m3,202309,22
22,湖口,5,氮氧化物,NOx,ppb,202309,9.5
22,湖口,6,一氧化氮,NO,ppb,202309,1.3
22,湖口,7,二氧化氮,NO2,ppb,202309,8.1
22,湖口,10,風速,WIND_SPEED,m/sec,202309,2.5
22,湖口,14,溫度,AMB_TEMP,℃,202309,29
22,湖口,33,細懸浮微粒,PM2.5,μg/m3,202309,11.9
22,湖口,38,相對濕度,RH,%,202309,72
22,湖口,143,小時風速值,WS_HR,m/sec,202309,2.2
23,竹東,1,二氧化硫,SO2,ppb,202309,0.5
23,竹東,2,一氧化碳,CO,ppm,202309,0.19
23,竹東,3,臭氧,O3,ppb,202309,25.4
23,竹東,4,懸浮微粒,PM10,μg/m3,202309,18
23,竹東,5,氮氧化物,NOx,ppb,202309,6.5
23,竹東,6,一氧化氮,NO,ppb,202309,1.1
23,竹東,7,二氧化氮,NO2,ppb,202309,5.3
23,竹東,10,風速,WIND_SPEED,m/sec,202309,1.4
23,竹東,14,溫度,AMB_TEMP,℃,202309,28.8
23,竹東,33,細懸浮微粒,PM2.5,μg/m3,202309,11.3
23,竹東,38,相對濕度,RH,%,202309,75
23,竹東,143,小時風速值,WS_HR,m/sec,202309,1
24,新竹,1,二氧化硫,SO2,ppb,202309,0.7
24,新竹,2,一氧化碳,CO,ppm,202309,0.25
24,新竹,3,臭氧,O3,ppb,202309,25.6
24,新竹,4,懸浮微粒,PM10,μg/m3,202309,17
24,新竹,5,氮氧化物,NOx,ppb,202309,10.9
24,新竹,6,一氧化氮,NO,ppb,202309,1.4
24,新竹,7,二氧化氮,NO2,ppb,202309,9.4
24,新竹,8,總碳氫化物,THC,ppm,202309,2.08
24,新竹,9,非甲烷碳氫化合物,NMHC,ppm,202309,0.07
24,新竹,10,風速,WIND_SPEED,m/sec,202309,1.6
24,新竹,14,溫度,AMB_TEMP,℃,202309,29.6
26,苗栗,1,二氧化硫,SO2,ppb,202309,1.8
28,豐原,1,二氧化硫,SO2,ppb,202309,1.9
27,三義,143,小時風速值,WS_HR,m/sec,202309,1.3
27,三義,38,相對濕度,RH,%,202309,85
27,三義,33,細懸浮微粒,PM2.5,μg/m3,202309,12.2
27,三義,32,降雨強度,RAIN_INT,㎜,202309,7.7
27,三義,14,溫度,AMB_TEMP,℃,202309,26.5
27,三義,10,風速,WIND_SPEED,m/sec,202309,1.5
26,苗栗,2,一氧化碳,CO,ppm,202309,0.2
24,新竹,31,甲烷,CH4,ppm,202309,2
26,苗栗,3,臭氧,O3,ppb,202309,27
25,頭份,9,非甲烷碳氫化合物,NMHC,ppm,202309,0.05
25,頭份,10,風速,WIND_SPEED,m/sec,202309,1.6
25,頭份,14,溫度,AMB_TEMP,℃,202309,29
25,頭份,31,甲烷,CH4,ppm,202309,2
25,頭份,33,細懸浮微粒,PM2.5,μg/m3,202309,9.4
25,頭份,38,相對濕度,RH,%,202309,76
25,頭份,143,小時風速值,WS_HR,m/sec,202309,1.3
28,豐原,10,風速,WIND_SPEED,m/sec,202309,1.6
28,豐原,9,非甲烷碳氫化合物,NMHC,ppm,202309,0.06
28,豐原,8,總碳氫化物,THC,ppm,202309,1.97
57,前鎮,3,臭氧,O3,ppb,202310,38.5
60,潮州,31,甲烷,CH4,ppm,202310,2.16
1,基隆,1,二氧化硫,SO2,ppb,202310,0.7
1,基隆,2,一氧化碳,CO,ppm,202310,0.25
1,基隆,3,臭氧,O3,ppb,202310,40.3
1,基隆,4,懸浮微粒,PM10,μg/m3,202310,21
1,基隆,5,氮氧化物,NOx,ppb,202310,7.1
1,基隆,6,一氧化氮,NO,ppb,202310,1.2
1,基隆,7,二氧化氮,NO2,ppb,202310,5.7
1,基隆,8,總碳氫化物,THC,ppm,202310,2.09
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.05
1,基隆,10,風速,WIND_SPEED,m/sec,202310,1
1,基隆,14,溫度,AMB_TEMP,℃,202310,24.7
1,基隆,31,甲烷,CH4,ppm,202310,2.04
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,202310,9.8
1,基隆,38,相對濕度,RH,%,202310,89
1,基隆,143,小時風速值,WS_HR,m/sec,202310,0.8
2,汐止,1,二氧化硫,SO2,ppb,202310,0.9
2,汐止,2,一氧化碳,CO,ppm,202310,0.25
2,汐止,3,臭氧,O3,ppb,202310,32.9
2,汐止,4,懸浮微粒,PM10,μg/m3,202310,19
2,汐止,5,氮氧化物,NOx,ppb,202310,14.1
2,汐止,6,一氧化氮,NO,ppb,202310,2.1
2,汐止,7,二氧化氮,NO2,ppb,202310,11.9
2,汐止,10,風速,WIND_SPEED,m/sec,202310,1.7
11,士林,38,相對濕度,RH,%,202310,70
11,士林,143,小時風速值,WS_HR,m/sec,202310,1
12,中山,1,二氧化硫,SO2,ppb,202310,0.7
12,中山,2,一氧化碳,CO,ppm,202310,0.35
12,中山,3,臭氧,O3,ppb,202310,34.2
12,中山,4,懸浮微粒,PM10,μg/m3,202310,21
12,中山,5,氮氧化物,NOx,ppb,202310,18.3
12,中山,6,一氧化氮,NO,ppb,202310,3.2
12,中山,7,二氧化氮,NO2,ppb,202310,15
12,中山,8,總碳氫化物,THC,ppm,202310,2.13
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.06
12,中山,10,風速,WIND_SPEED,m/sec,202310,1.9
12,中山,14,溫度,AMB_TEMP,℃,202310,26.1
12,中山,31,甲烷,CH4,ppm,202310,2.06
7,新莊,3,臭氧,O3,ppb,202310,39.9
7,新莊,4,懸浮微粒,PM10,μg/m3,202310,22
7,新莊,5,氮氧化物,NOx,ppb,202310,10.9
7,新莊,6,一氧化氮,NO,ppb,202310,1.4
7,新莊,7,二氧化氮,NO2,ppb,202310,9.4
7,新莊,10,風速,WIND_SPEED,m/sec,202310,3
7,新莊,14,溫度,AMB_TEMP,℃,202310,25.4
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,202310,13
7,新莊,38,相對濕度,RH,%,202310,79
7,新莊,143,小時風速值,WS_HR,m/sec,202310,2.8
8,菜寮,1,二氧化硫,SO2,ppb,202310,1
8,菜寮,2,一氧化碳,CO,ppm,202310,0.33
8,菜寮,3,臭氧,O3,ppb,202310,40.3
8,菜寮,4,懸浮微粒,PM10,μg/m3,202310,20
8,菜寮,5,氮氧化物,NOx,ppb,202310,11.9
8,菜寮,6,一氧化氮,NO,ppb,202310,1.4
8,菜寮,7,二氧化氮,NO2,ppb,202310,10.5
8,菜寮,10,風速,WIND_SPEED,m/sec,202310,2.4
8,菜寮,14,溫度,AMB_TEMP,℃,202310,26
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,202310,8.9
11,士林,6,一氧化氮,NO,ppb,202310,1.2
11,士林,7,二氧化氮,NO2,ppb,202310,7.7
11,士林,10,風速,WIND_SPEED,m/sec,202310,1.5
11,士林,33,細懸浮微粒,PM2.5,μg/m3,202310,10.5
18,大園,33,細懸浮微粒,PM2.5,μg/m3,202310,9.8
24,新竹,8,總碳氫化物,THC,ppm,202310,2.1
24,新竹,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.07
24,新竹,10,風速,WIND_SPEED,m/sec,202310,2.4
24,新竹,14,溫度,AMB_TEMP,℃,202310,25.9
24,新竹,31,甲烷,CH4,ppm,202310,2.02
24,新竹,33,細懸浮微粒,PM2.5,μg/m3,202310,11.5
24,新竹,38,相對濕度,RH,%,202310,75
24,新竹,143,小時風速值,WS_HR,m/sec,202310,2
25,頭份,1,二氧化硫,SO2,ppb,202310,1.5
25,頭份,2,一氧化碳,CO,ppm,202310,0.26
25,頭份,3,臭氧,O3,ppb,202310,39.9
25,頭份,4,懸浮微粒,PM10,μg/m3,202310,25
25,頭份,5,氮氧化物,NOx,ppb,202310,10
25,頭份,6,一氧化氮,NO,ppb,202310,1.6
25,頭份,7,二氧化氮,NO2,ppb,202310,8.3
25,頭份,8,總碳氫化物,THC,ppm,202310,2.08
32,西屯,33,細懸浮微粒,PM2.5,μg/m3,202310,18
32,西屯,38,相對濕度,RH,%,202310,76
32,西屯,143,小時風速值,WS_HR,m/sec,202310,2.3
33,彰化,1,二氧化硫,SO2,ppb,202310,1.3
33,彰化,2,一氧化碳,CO,ppm,202310,0.32
33,彰化,3,臭氧,O3,ppb,202310,37.1
33,彰化,4,懸浮微粒,PM10,μg/m3,202310,36
33,彰化,5,氮氧化物,NOx,ppb,202310,12.9
33,彰化,6,一氧化氮,NO,ppb,202310,1.5
33,彰化,7,二氧化氮,NO2,ppb,202310,11.3
33,彰化,8,總碳氫化物,THC,ppm,202310,2.21
33,彰化,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.09
29,沙鹿,5,氮氧化物,NOx,ppb,202310,9.6
29,沙鹿,6,一氧化氮,NO,ppb,202310,1
29,沙鹿,7,二氧化氮,NO2,ppb,202310,8.5
29,沙鹿,10,風速,WIND_SPEED,m/sec,202310,3.3
29,沙鹿,14,溫度,AMB_TEMP,℃,202310,25.6
29,沙鹿,33,細懸浮微粒,PM2.5,μg/m3,202310,13.3
29,沙鹿,38,相對濕度,RH,%,202310,72
32,西屯,7,二氧化氮,NO2,ppb,202310,10.9
32,西屯,8,總碳氫化物,THC,ppm,202310,2.13
32,西屯,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.05
32,西屯,10,風速,WIND_SPEED,m/sec,202310,2.6
32,西屯,14,溫度,AMB_TEMP,℃,202310,26.1
33,彰化,10,風速,WIND_SPEED,m/sec,202310,2.1
33,彰化,14,溫度,AMB_TEMP,℃,202310,26.1
33,彰化,31,甲烷,CH4,ppm,202310,2.11
33,彰化,33,細懸浮微粒,PM2.5,μg/m3,202310,17.9
33,彰化,38,相對濕度,RH,%,202310,82
33,彰化,143,小時風速值,WS_HR,m/sec,202310,1.9
34,線西,1,二氧化硫,SO2,ppb,202310,2.1
34,線西,2,一氧化碳,CO,ppm,202310,0.28
34,線西,3,臭氧,O3,ppb,202310,38.3
34,線西,4,懸浮微粒,PM10,μg/m3,202310,39
34,線西,5,氮氧化物,NOx,ppb,202310,11.5
34,線西,6,一氧化氮,NO,ppb,202310,1.5
35,二林,7,二氧化氮,NO2,ppb,202310,7.3
35,二林,8,總碳氫化物,THC,ppm,202310,2.16
35,二林,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.04
36,南投,3,臭氧,O3,ppb,202310,31.3
36,南投,4,懸浮微粒,PM10,μg/m3,202310,35
36,南投,5,氮氧化物,NOx,ppb,202310,11.6
36,南投,143,小時風速值,WS_HR,m/sec,202310,0.9
37,斗六,1,二氧化硫,SO2,ppb,202310,1.6
37,斗六,2,一氧化碳,CO,ppm,202310,0.31
37,斗六,3,臭氧,O3,ppb,202310,36.7
42,嘉義,10,風速,WIND_SPEED,m/sec,202310,1.8
42,嘉義,14,溫度,AMB_TEMP,℃,202310,26.8
42,嘉義,31,甲烷,CH4,ppm,202310,2.09
42,嘉義,33,細懸浮微粒,PM2.5,μg/m3,202310,22.7
42,嘉義,38,相對濕度,RH,%,202310,78
42,嘉義,143,小時風速值,WS_HR,m/sec,202310,1.4
43,新營,1,二氧化硫,SO2,ppb,202310,1.6
43,新營,2,一氧化碳,CO,ppm,202310,0.3
43,新營,3,臭氧,O3,ppb,202310,37.7
43,新營,4,懸浮微粒,PM10,μg/m3,202310,45
43,新營,5,氮氧化物,NOx,ppb,202310,10.2
46,臺南,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.12
46,臺南,10,風速,WIND_SPEED,m/sec,202310,0.7
46,臺南,14,溫度,AMB_TEMP,℃,202310,27.3
46,臺南,31,甲烷,CH4,ppm,202310,2.15
48,橋頭,14,溫度,AMB_TEMP,℃,202310,27.8
48,橋頭,31,甲烷,CH4,ppm,202310,2.13
49,仁武,8,總碳氫化物,THC,ppm,202310,2.17
63,花蓮,6,一氧化氮,NO,ppb,202310,0.9
63,花蓮,7,二氧化氮,NO2,ppb,202310,4.6
63,花蓮,8,總碳氫化物,THC,ppm,202310,1.99
63,花蓮,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.02
63,花蓮,10,風速,WIND_SPEED,m/sec,202310,1.8
63,花蓮,14,溫度,AMB_TEMP,℃,202310,25.4
63,花蓮,31,甲烷,CH4,ppm,202310,1.97
63,花蓮,32,降雨強度,RAIN_INT,㎜,202310,2.2
63,花蓮,33,細懸浮微粒,PM2.5,μg/m3,202310,7.8
66,冬山,3,臭氧,O3,ppb,202310,34.2
66,冬山,4,懸浮微粒,PM10,μg/m3,202310,18
66,冬山,5,氮氧化物,NOx,ppb,202310,7.4
66,冬山,6,一氧化氮,NO,ppb,202310,1.4
66,冬山,7,二氧化氮,NO2,ppb,202310,5.9
66,冬山,10,風速,WIND_SPEED,m/sec,202310,1.2
66,冬山,14,溫度,AMB_TEMP,℃,202310,24.2
66,冬山,33,細懸浮微粒,PM2.5,μg/m3,202310,6.8
66,冬山,38,相對濕度,RH,%,202310,88
66,冬山,143,小時風速值,WS_HR,m/sec,202310,1
67,三重,1,二氧化硫,SO2,ppb,202310,0.7
67,三重,2,一氧化碳,CO,ppm,202310,0.8
67,三重,3,臭氧,O3,ppb,202310,21.9
67,三重,4,懸浮微粒,PM10,μg/m3,202310,21
67,三重,5,氮氧化物,NOx,ppb,202310,53.4
67,三重,6,一氧化氮,NO,ppb,202310,26.1
67,三重,7,二氧化氮,NO2,ppb,202310,27.2
67,三重,8,總碳氫化物,THC,ppm,202310,2.38
67,三重,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.19
67,三重,14,溫度,AMB_TEMP,℃,202310,26.3
67,三重,31,甲烷,CH4,ppm,202310,2.18
67,三重,33,細懸浮微粒,PM2.5,μg/m3,202310,10.6
67,三重,38,相對濕度,RH,%,202310,72
68,中壢,1,二氧化硫,SO2,ppb,202310,1.6
68,中壢,2,一氧化碳,CO,ppm,202310,0.63
68,中壢,3,臭氧,O3,ppb,202310,29.6
68,中壢,4,懸浮微粒,PM10,μg/m3,202310,25
68,中壢,5,氮氧化物,NOx,ppb,202310,32.6
68,中壢,6,一氧化氮,NO,ppb,202310,11.7
68,中壢,7,二氧化氮,NO2,ppb,202310,20.8
68,中壢,8,總碳氫化物,THC,ppm,202310,2.23
68,中壢,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.15
68,中壢,10,風速,WIND_SPEED,m/sec,202310,0.8
68,中壢,14,溫度,AMB_TEMP,℃,202310,25
68,中壢,31,甲烷,CH4,ppm,202310,2.06
68,中壢,33,細懸浮微粒,PM2.5,μg/m3,202310,12.4
68,中壢,38,相對濕度,RH,%,202310,79
68,中壢,143,小時風速值,WS_HR,m/sec,202310,0.3
69,竹山,1,二氧化硫,SO2,ppb,202310,0.9
69,竹山,2,一氧化碳,CO,ppm,202310,0.27
69,竹山,3,臭氧,O3,ppb,202310,34
69,竹山,4,懸浮微粒,PM10,μg/m3,202310,37
69,竹山,5,氮氧化物,NOx,ppb,202310,8.5
69,竹山,6,一氧化氮,NO,ppb,202310,1
69,竹山,7,二氧化氮,NO2,ppb,202310,7.4
69,竹山,8,總碳氫化物,THC,ppm,202310,2.1
69,竹山,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.04
65,宜蘭,6,一氧化氮,NO,ppb,202310,0.7
65,宜蘭,7,二氧化氮,NO2,ppb,202310,3.8
65,宜蘭,10,風速,WIND_SPEED,m/sec,202310,1.2
65,宜蘭,14,溫度,AMB_TEMP,℃,202310,25.1
65,宜蘭,31,甲烷,CH4,ppm,202310,2.08
65,宜蘭,33,細懸浮微粒,PM2.5,μg/m3,202310,9.8
65,宜蘭,38,相對濕度,RH,%,202310,81
65,宜蘭,143,小時風速值,WS_HR,m/sec,202310,0.9
66,冬山,1,二氧化硫,SO2,ppb,202310,0.8
66,冬山,2,一氧化碳,CO,ppm,202310,0.23
70,永和,38,相對濕度,RH,%,202310,69
70,永和,143,小時風速值,WS_HR,m/sec,202310,1.3
71,復興,1,二氧化硫,SO2,ppb,202310,1.4
71,復興,2,一氧化碳,CO,ppm,202310,0.44
71,復興,3,臭氧,O3,ppb,202310,38.8
71,復興,4,懸浮微粒,PM10,μg/m3,202310,38
71,復興,5,氮氧化物,NOx,ppb,202310,16
71,復興,6,一氧化氮,NO,ppb,202310,2
71,復興,7,二氧化氮,NO2,ppb,202310,13.9
71,復興,8,總碳氫化物,THC,ppm,202310,2.23
71,復興,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.1
71,復興,10,風速,WIND_SPEED,m/sec,202310,0.8
71,復興,14,溫度,AMB_TEMP,℃,202310,27.8
71,復興,31,甲烷,CH4,ppm,202310,2.13
71,復興,33,細懸浮微粒,PM2.5,μg/m3,202310,19.2
71,復興,38,相對濕度,RH,%,202310,76
71,復興,143,小時風速值,WS_HR,m/sec,202310,0.4
72,埔里,1,二氧化硫,SO2,ppb,202310,1.1
72,埔里,2,一氧化碳,CO,ppm,202310,0.28
72,埔里,3,臭氧,O3,ppb,202310,32.6
72,埔里,4,懸浮微粒,PM10,μg/m3,202310,29
72,埔里,5,氮氧化物,NOx,ppb,202310,5.5
72,埔里,6,一氧化氮,NO,ppb,202310,1.4
72,埔里,7,二氧化氮,NO2,ppb,202310,4
72,埔里,8,總碳氫化物,THC,ppm,202310,2.18
72,埔里,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.05
75,馬祖,4,懸浮微粒,PM10,μg/m3,202310,25
75,馬祖,5,氮氧化物,NOx,ppb,202310,4
75,馬祖,6,一氧化氮,NO,ppb,202310,0.5
75,馬祖,7,二氧化氮,NO2,ppb,202310,3.4
75,馬祖,8,總碳氫化物,THC,ppm,202310,2
75,馬祖,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.01
75,馬祖,10,風速,WIND_SPEED,m/sec,202310,2
75,馬祖,14,溫度,AMB_TEMP,℃,202310,23.5
75,馬祖,31,甲烷,CH4,ppm,202310,1.98
75,馬祖,33,細懸浮微粒,PM2.5,μg/m3,202310,13.2
75,馬祖,38,相對濕度,RH,%,202310,71
75,馬祖,143,小時風速值,WS_HR,m/sec,202310,1.5
77,金門,1,二氧化硫,SO2,ppb,202310,1.7
70,永和,6,一氧化氮,NO,ppb,202310,3.7
70,永和,7,二氧化氮,NO2,ppb,202310,11.1
70,永和,8,總碳氫化物,THC,ppm,202310,2.11
70,永和,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.06
70,永和,10,風速,WIND_SPEED,m/sec,202310,1.6
70,永和,14,溫度,AMB_TEMP,℃,202310,25.7
70,永和,31,甲烷,CH4,ppm,202310,2.04
70,永和,33,細懸浮微粒,PM2.5,μg/m3,202310,13.5
72,埔里,10,風速,WIND_SPEED,m/sec,202310,1.4
72,埔里,14,溫度,AMB_TEMP,℃,202310,25.5
77,金門,7,二氧化氮,NO2,ppb,202310,7.4
77,金門,8,總碳氫化物,THC,ppm,202310,2.27
77,金門,10,風速,WIND_SPEED,m/sec,202310,1.8
77,金門,14,溫度,AMB_TEMP,℃,202310,25.3
77,金門,31,甲烷,CH4,ppm,202310,2.21
77,金門,38,相對濕度,RH,%,202310,73
77,金門,143,小時風速值,WS_HR,m/sec,202310,1.3
78,馬公,3,臭氧,O3,ppb,202310,53.8
80,關山,2,一氧化碳,CO,ppm,202310,0.18
80,關山,3,臭氧,O3,ppb,202310,29.6
80,關山,4,懸浮微粒,PM10,μg/m3,202310,16
80,關山,5,氮氧化物,NOx,ppb,202310,3.2
80,關山,6,一氧化氮,NO,ppb,202310,0.8
80,關山,7,二氧化氮,NO2,ppb,202310,2.4
80,關山,14,溫度,AMB_TEMP,℃,202310,24.8
80,關山,33,細懸浮微粒,PM2.5,μg/m3,202310,4.1
80,關山,38,相對濕度,RH,%,202310,80
80,關山,143,小時風速值,WS_HR,m/sec,202310,1
83,麥寮,1,二氧化硫,SO2,ppb,202310,1.8
83,麥寮,14,溫度,AMB_TEMP,℃,202310,26.5
83,麥寮,31,甲烷,CH4,ppm,202310,2.29
83,麥寮,33,細懸浮微粒,PM2.5,μg/m3,202310,15.3
83,麥寮,38,相對濕度,RH,%,202310,81
83,麥寮,143,小時風速值,WS_HR,m/sec,202310,3.3
84,富貴角,1,二氧化硫,SO2,ppb,202310,0.2
84,富貴角,2,一氧化碳,CO,ppm,202310,0.14
84,富貴角,3,臭氧,O3,ppb,202310,54.7
84,富貴角,4,懸浮微粒,PM10,μg/m3,202310,36
84,富貴角,5,氮氧化物,NOx,ppb,202310,1.3
84,富貴角,6,一氧化氮,NO,ppb,202310,0
84,富貴角,7,二氧化氮,NO2,ppb,202310,1.2
84,富貴角,14,溫度,AMB_TEMP,℃,202310,24.8
84,富貴角,31,甲烷,CH4,ppm,202310,1.99
84,富貴角,33,細懸浮微粒,PM2.5,μg/m3,202310,10.5
84,富貴角,38,相對濕度,RH,%,202310,85
84,富貴角,143,小時風速值,WS_HR,m/sec,202310,6.7
85,大城,1,二氧化硫,SO2,ppb,202310,0.8
85,大城,2,一氧化碳,CO,ppm,202310,0.21
85,大城,3,臭氧,O3,ppb,202310,46.4
85,大城,4,懸浮微粒,PM10,μg/m3,202310,35
85,大城,5,氮氧化物,NOx,ppb,202310,7.1
85,大城,6,一氧化氮,NO,ppb,202310,1
85,大城,7,二氧化氮,NO2,ppb,202310,6
85,大城,8,總碳氫化物,THC,ppm,202310,2.25
85,大城,9,非甲烷碳氫化合物,NMHC,ppm,202310,0.02
85,大城,10,風速,WIND_SPEED,m/sec,202310,4.9
85,大城,14,溫度,AMB_TEMP,℃,202310,26.1
85,大城,31,甲烷,CH4,ppm,202310,2.22
85,大城,33,細懸浮微粒,PM2.5,μg/m3,202310,14.1
85,大城,38,相對濕度,RH,%,202310,85
85,大城,143,小時風速值,WS_HR,m/sec,202310,4.7
77,金門,2,一氧化碳,CO,ppm,202310,0.3
77,金門,3,臭氧,O3,ppb,202310,51.3
77,金門,4,懸浮微粒,PM10,μg/m3,202310,33
77,金門,5,氮氧化物,NOx,ppb,202310,8.3
77,金門,6,一氧化氮,NO,ppb,202310,0.9
77,金門,33,細懸浮微粒,PM2.5,μg/m3,202310,16.8
80,關山,10,風速,WIND_SPEED,m/sec,202310,1.2
83,麥寮,2,一氧化碳,CO,ppm,202310,0.26
83,麥寮,3,臭氧,O3,ppb,202310,43.3
83,麥寮,4,懸浮微粒,PM10,μg/m3,202310,38
83,麥寮,5,氮氧化物,NOx,ppb,202310,7.8
83,麥寮,6,一氧化氮,NO,ppb,202310,1
83,麥寮,7,二氧化氮,NO2,ppb,202310,6.7
83,麥寮,8,總碳氫化物,THC,ppm,202310,2.31
4,新店,5,氮氧化物,NOx,ppb,202310,9.1
4,新店,6,一氧化氮,NO,ppb,202310,1.2
4,新店,7,二氧化氮,NO2,ppb,202310,7.8
8,菜寮,38,相對濕度,RH,%,202310,73
8,菜寮,143,小時風速值,WS_HR,m/sec,202310,2.2
9,林口,1,二氧化硫,SO2,ppb,202310,0.7
9,林口,2,一氧化碳,CO,ppm,202310,0.24
9,林口,3,臭氧,O3,ppb,202310,42.6
9,林口,4,懸浮微粒,PM10,μg/m3,202310,21
9,林口,5,氮氧化物,NOx,ppb,202310,10.3
9,林口,6,一氧化氮,NO,ppb,202310,1.7
9,林口,7,二氧化氮,NO2,ppb,202310,8.5
